,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
10498,Maharashtra,Small millets,2002,36100,967.4,17400,12.44
10499,Maharashtra,Small millets,2002,3000,967.4,2325,12.44
10500,Maharashtra,Soyabean,2002,1576000,967.4,313875,12.44
10501,Maharashtra,Sugarcane,2002,42617000,967.4,143275,12.44
10502,Maharashtra,Sunflower,2002,46500,967.4,24350,25.58
10503,Maharashtra,Sunflower,2002,92700,967.4,46750,26.88
10504,Maharashtra,Sunflower,2002,3400,967.4,1150,25.79
10505,Maharashtra,Urad,2002,359800,967.4,158400,24.1
10506,Maharashtra,Wheat,2002,983900,967.4,189950,25.25
10507,Maharashtra,Arhar/Tur,2003,693000,1037.4,251112,25.44
10508,Maharashtra,Bajra,2003,896300,1037.4,318096,25.54
10509,Maharashtra,Banana,2003,3634720,1037.4,13848,26.36
10510,Maharashtra,Cotton(lint),2003,3080100,1037.4,662976,26.91
10511,Maharashtra,Gram,2003,421100,1037.4,190848,25.16
10512,Maharashtra,Groundnut,2003,355200,1037.4,77784,25.77
10513,Maharashtra,Groundnut,2003,81600,1037.4,13128,25.12
10514,Maharashtra,Jowar,2003,2111000,1037.4,380664,24.1
10515,Maharashtra,Jowar,2003,777300,1037.4,684936,25.68
10516,Maharashtra,Linseed,2003,14700,1037.4,15216,25.54
10517,Maharashtra,Maize,2003,671000,1037.4,74832,25.44
10518,Maharashtra,Maize,2003,81100,1037.4,13896,24.78
10519,Maharashtra,Moong(Green Gram),2003,390500,1037.4,168024,26.59
10520,Maharashtra,Niger seed,2003,17400,1037.4,12864,24.37
10521,Maharashtra,Onion,2003,1663240,1037.4,32069.28,26.63
10522,Maharashtra,Other  Rabi pulses,2003,50100,1037.4,31152,26.63
10523,Maharashtra,Other Kharif pulses,2003,41400,1037.4,39432,25.64
10524,Maharashtra,Ragi,2003,170000,1037.4,35256,25.58
10525,Maharashtra,Rapeseed &Mustard,2003,2600,1037.4,2472,26.88
10526,Maharashtra,Rice,2003,2768600,1037.4,360096,25.79
10527,Maharashtra,Rice,2003,65500,1037.4,7080,24.1
10528,Maharashtra,Safflower,2003,87300,1037.4,58728,25.25
10529,Maharashtra,Sesamum,2003,37200,1037.4,28032,25.44
10530,Maharashtra,Sesamum,2003,800,1037.4,864,25.54
10531,Maharashtra,Small millets,2003,38100,1037.4,16464,26.36
10532,Maharashtra,Small millets,2003,5000,1037.4,3888,26.91
10533,Maharashtra,Soyabean,2003,2219200,1037.4,381384,25.16
10534,Maharashtra,Sugarcane,2003,25668400,1037.4,106200,25.77
10535,Maharashtra,Sunflower,2003,32400,1037.4,21360,25.12
10536,Maharashtra,Sunflower,2003,65400,1037.4,43800,24.1
10537,Maharashtra,Sunflower,2003,3200,1037.4,960,25.68
10538,Maharashtra,Urad,2003,359200,1037.4,144168,25.54
10539,Maharashtra,Wheat,2003,778200,1037.4,159528,25.44
10540,Maharashtra,other oilseeds,2003,4700,1037.4,6144,24.78
10541,Maharashtra,Arhar/Tur,2004,658200,1052,225540,26.59
10542,Maharashtra,Bajra,2004,1126300,1052,321069,24.37
10543,Maharashtra,Castor seed,2004,3500,1052,2583,26.63
10544,Maharashtra,Cotton(lint),2004,2938500,1052,596295,26.63
10545,Maharashtra,Gram,2004,466200,1052,174279,25.64
10546,Maharashtra,Groundnut,2004,358800,1052,72786,25.58
10547,Maharashtra,Groundnut,2004,100200,1052,14574,26.88
10548,Maharashtra,Jowar,2004,1791800,1052,321909,25.79
10549,Maharashtra,Jowar,2004,1831500,1052,676872,24.1
10550,Maharashtra,Linseed,2004,11200,1052,10563,25.25
10551,Maharashtra,Maize,2004,606900,1052,74172,25.44
10552,Maharashtra,Maize,2004,130500,1052,13650,25.54
10553,Maharashtra,Maize,2004,20400,1052,2814,26.36
10554,Maharashtra,Moong(Green Gram),2004,227800,1052,137760,26.91
10555,Maharashtra,Niger seed,2004,16700,1052,11382,25.16
10556,Maharashtra,Other  Rabi pulses,2004,28200,1052,19152,25.77
10557,Maharashtra,Other Cereals,2004,41700,1052,15750,25.12
10558,Maharashtra,Other Cereals,2004,3100,1052,1953,24.1
10559,Maharashtra,Other Kharif pulses,2004,71300,1052,42798,25.68
10560,Maharashtra,Ragi,2004,147200,1052,30366,25.54
10561,Maharashtra,Rapeseed &Mustard,2004,2500,1052,1806,25.44
10562,Maharashtra,Rice,2004,2098200,1052,312522,24.78
10563,Maharashtra,Rice,2004,49000,1052,4305,26.59
10564,Maharashtra,Safflower,2004,120100,1052,52899,24.37
10565,Maharashtra,Sesamum,2004,24600,1052,22092,26.63
10566,Maharashtra,Sesamum,2004,900,1052,798,26.63
10567,Maharashtra,Small millets,2004,41700,1052,15750,25.64
10568,Maharashtra,Small millets,2004,3100,1052,1953,25.58
10569,Maharashtra,Soyabean,2004,1892400,1052,441462,26.88
10570,Maharashtra,Sugarcane,2004,23913700,1052,68649,25.79
10571,Maharashtra,Sunflower,2004,53600,1052,23751,24.1
10572,Maharashtra,Sunflower,2004,107800,1052,42147,25.25
10573,Maharashtra,Sunflower,2004,5200,1052,1449,25.44
10574,Maharashtra,Urad,2004,216500,1052,111405,25.54
10575,Maharashtra,Wheat,2004,1016300,1052,158697,26.36
10576,Maharashtra,Arhar/Tur,2005,792200,1387.2,230979,26.91
10577,Maharashtra,Bajra,2005,932000,1387.2,301098,25.16
10578,Maharashtra,Castor seed,2005,6800,1387.2,3381,25.77
10579,Maharashtra,Cotton(lint),2005,3160100,1387.2,603750,25.12
10580,Maharashtra,Gram,2005,705200,1387.2,214284,24.1
10581,Maharashtra,Groundnut,2005,279800,1387.2,70707,25.68
10582,Maharashtra,Groundnut,2005,159700,1387.2,21966,25.54
10583,Maharashtra,Jowar,2005,1764100,1387.2,309204,25.44
10584,Maharashtra,Jowar,2005,1947000,1387.2,686196,24.78
10585,Maharashtra,Linseed,2005,18500,1387.2,13650,26.59
10586,Maharashtra,Maize,2005,829700,1387.2,81711,24.37
10587,Maharashtra,Maize,2005,145400,1387.2,14889,26.63
10588,Maharashtra,Maize,2005,13700,1387.2,1995,26.63
10589,Maharashtra,Moong(Green Gram),2005,189100,1387.2,112098,25.64
10590,Maharashtra,Niger seed,2005,14000,1387.2,11277,25.58
10591,Maharashtra,Other  Rabi pulses,2005,51100,1387.2,29631,26.88
10592,Maharashtra,Other Kharif pulses,2005,61400,1387.2,39774,25.79
10593,Maharashtra,Ragi,2005,132300,1387.2,28518,24.1
10594,Maharashtra,Rapeseed &Mustard,2005,4430,1387.2,2646,25.25
10595,Maharashtra,Rice,2005,2596800,1387.2,309477,25.44
10596,Maharashtra,Rice,2005,72200,1387.2,8148,25.54
10597,Maharashtra,Safflower,2005,158900,1387.2,55230,26.36
10598,Maharashtra,Sesamum,2005,27700,1387.2,21609,26.91
10599,Maharashtra,Sesamum,2005,900,1387.2,861,25.16
10600,Maharashtra,Small millets,2005,37600,1387.2,14973,25.77
10601,Maharashtra,Small millets,2005,4400,1387.2,1575,25.12
10602,Maharashtra,Soyabean,2005,2527300,1387.2,492828,24.1
10603,Maharashtra,Sugarcane,2005,38813700,1387.2,105147,25.68
10604,Maharashtra,Sunflower,2005,58200,1387.2,22974,25.54
10605,Maharashtra,Sunflower,2005,137100,1387.2,48447,25.44
10606,Maharashtra,Sunflower,2005,11300,1387.2,2835,24.78
10607,Maharashtra,Urad,2005,198700,1387.2,98364,26.59
10608,Maharashtra,Wheat,2005,1300700,1387.2,195888,24.37
10609,Maharashtra,Arhar/Tur,2006,814600,1439.4,246972,26.63
10610,Maharashtra,Bajra,2006,1058600,1439.4,319484,26.63
10611,Maharashtra,Castor seed,2006,4000,1439.4,2618,25.64
10612,Maharashtra,Cotton(lint),2006,4617500,1439.4,683518,25.58
10613,Maharashtra,Gram,2006,925100,1439.4,287782,26.88
10614,Maharashtra,Groundnut,2006,254100,1439.4,75152,25.79
10615,Maharashtra,Groundnut,2006,149700,1439.4,23782,24.1
10616,Maharashtra,Jowar,2006,1684100,1439.4,310024,25.25
10617,Maharashtra,Jowar,2006,2097600,1439.4,705958,25.44
10618,Maharashtra,Linseed,2006,16000,1439.4,14916,25.54
10619,Maharashtra,Maize,2006,947800,1439.4,104500,26.36
10620,Maharashtra,Maize,2006,176900,1439.4,18920,26.91
10621,Maharashtra,Maize,2006,25300,1439.4,4224,25.16
10622,Maharashtra,Moong(Green Gram),2006,236100,1439.4,126082,25.77
10623,Maharashtra,Niger seed,2006,12000,1439.4,11880,25.12
10624,Maharashtra,Other  Rabi pulses,2006,65700,1439.4,32186,24.1
10625,Maharashtra,Other Kharif pulses,2006,63600,1439.4,41382,25.68
10626,Maharashtra,Ragi,2006,123000,1439.4,29920,25.54
10627,Maharashtra,Rapeseed &Mustard,2006,4900,1439.4,3058,25.44
10628,Maharashtra,Rice,2006,2488600,1439.4,328086,24.78
10629,Maharashtra,Rice,2006,81100,1439.4,8360,26.59
10630,Maharashtra,Safflower,2006,168900,1439.4,61336,24.37
10631,Maharashtra,Sesamum,2006,24500,1439.4,21890,26.63
10632,Maharashtra,Sesamum,2006,1700,1439.4,1100,26.63
10633,Maharashtra,Small millets,2006,31600,1439.4,13904,25.64
10634,Maharashtra,Small millets,2006,3100,1439.4,1188,25.58
10635,Maharashtra,Soyabean,2006,2891600,1439.4,554642,26.88
10636,Maharashtra,Sugarcane,2006,66277400,1439.4,186736,25.79
10637,Maharashtra,Sunflower,2006,64200,1439.4,26708,24.1
10638,Maharashtra,Sunflower,2006,121500,1439.4,49324,25.25
10639,Maharashtra,Sunflower,2006,12100,1439.4,3168,25.44
10640,Maharashtra,Urad,2006,199700,1439.4,107800,25.54
10641,Maharashtra,Wheat,2006,1871000,1439.4,270776,26.36
10642,Maharashtra,Arhar/Tur,2007,1075700,1257.2,185456,26.91
10643,Maharashtra,Bajra,2007,1126900,1257.2,205280,25.16
10644,Maharashtra,Castor seed,2007,4400,1257.2,1840,25.77
10645,Maharashtra,Cotton(lint),2007,7014900,1257.2,511264,25.12
10646,Maharashtra,Gram,2007,1115700,1257.2,216528,24.1
10647,Maharashtra,Groundnut,2007,365900,1257.2,52688,25.68
10648,Maharashtra,Groundnut,2007,139900,1257.2,14416,25.54
10649,Maharashtra,Jowar,2007,1883800,1257.2,203296,25.44
10650,Maharashtra,Jowar,2007,2119400,1257.2,460304,24.78
10651,Maharashtra,Linseed,2007,19300,1257.2,10848,26.59
10652,Maharashtra,Maize,2007,1545200,1257.2,91376,24.37
10653,Maharashtra,Maize,2007,223000,1257.2,13872,26.63
10654,Maharashtra,Maize,2007,21600,1257.2,2192,26.63
10655,Maharashtra,Moong(Green Gram),2007,367100,1257.2,105728,25.64
10656,Maharashtra,Niger seed,2007,12800,1257.2,7568,25.58
10657,Maharashtra,Other  Rabi pulses,2007,70300,1257.2,22752,26.88
10658,Maharashtra,Other Kharif pulses,2007,74900,1257.2,28384,25.79
10659,Maharashtra,Ragi,2007,123500,1257.2,20528,24.1
10660,Maharashtra,Rapeseed &Mustard,2007,4300,1257.2,1472,25.25
10661,Maharashtra,Rice,2007,2912800,1257.2,245648,25.44
10662,Maharashtra,Rice,2007,98700,1257.2,6624,25.54
10663,Maharashtra,Safflower,2007,153600,1257.2,36944,26.36
10664,Maharashtra,Sesamum,2007,28600,1257.2,14192,26.91
10665,Maharashtra,Sesamum,2007,1300,1257.2,592,25.16
10666,Maharashtra,Small millets,2007,34100,1257.2,9728,25.77
10667,Maharashtra,Small millets,2007,2700,1257.2,832,25.12
10668,Maharashtra,Soyabean,2007,3976200,1257.2,426176,24.1
10669,Maharashtra,Sugarcane,2007,88437200,1257.2,174848,25.68
10670,Maharashtra,Sunflower,2007,64600,1257.2,17840,25.54
10671,Maharashtra,Sunflower,2007,130200,1257.2,28224,25.44
10672,Maharashtra,Sunflower,2007,10300,1257.2,1776,24.78
10673,Maharashtra,Urad,2007,320200,1257.2,90208,26.59
10674,Maharashtra,Wheat,2007,2371100,1257.2,200448,24.37
10675,Maharashtra,Arhar/Tur,2008,605000,1052.8,90765,26.63
10676,Maharashtra,Bajra,2008,661900,1052.8,77886,26.63
10677,Maharashtra,Castor seed,2008,2700,1052.8,972,25.64
10678,Maharashtra,Cotton(lint),2008,4752300,1052.8,283140,25.85
10679,Maharashtra,Gram,2008,773900,1052.8,102897,26.9
10680,Maharashtra,Groundnut,2008,257500,1052.8,22824,25.96
10681,Maharashtra,Groundnut,2008,94000,1052.8,5724,23.77
10682,Maharashtra,Jowar,2008,984800,1052.8,76257,25.49
10683,Maharashtra,Jowar,2008,2367200,1052.8,290151,25.82
10684,Maharashtra,Linseed,2008,7900,1052.8,3438,25.74
10685,Maharashtra,Maize,2008,1323000,1052.8,49509,26.54
10686,Maharashtra,Maize,2008,206700,1052.8,7731,27.35
10687,Maharashtra,Maize,2008,14500,1052.8,855,25.4
10688,Maharashtra,Moong(Green Gram),2008,106000,1052.8,38394,25.99
10689,Maharashtra,Niger seed,2008,10300,1052.8,3420,25.32
10690,Maharashtra,Other  Rabi pulses,2008,40500,1052.8,9189,23.77
10691,Maharashtra,Other Kharif pulses,2008,27900,1052.8,7920,26.2
10692,Maharashtra,Ragi,2008,125000,1052.8,11295,25.74
10693,Maharashtra,Rapeseed &Mustard,2008,2100,1052.8,558,25.55
10694,Maharashtra,Rice,2008,2234300,1052.8,134955,25.06
10695,Maharashtra,Rice,2008,53200,1052.8,1980,26.34
10696,Maharashtra,Safflower,2008,105200,1052.8,16713,24.62
10697,Maharashtra,Sesamum,2008,13600,1052.8,4869,26.7
10698,Maharashtra,Sesamum,2008,700,1052.8,153,26.7
10699,Maharashtra,Small millets,2008,34100,1052.8,6147,25.74
10700,Maharashtra,Small millets,2008,2700,1052.8,459,25.85
10701,Maharashtra,Soyabean,2008,1839900,1052.8,275688,26.9
10702,Maharashtra,Sugarcane,2008,60648300,1052.8,69156,25.96
10703,Maharashtra,Sunflower,2008,58000,1052.8,9972,23.77
10704,Maharashtra,Sunflower,2008,91800,1052.8,13221,25.49
10705,Maharashtra,Sunflower,2008,5400,1052.8,522,25.82
10706,Maharashtra,Urad,2008,99900,1052.8,29151,25.74
10707,Maharashtra,Wheat,2008,1516400,1052.8,91962,26.54
10708,Maharashtra,Arhar/Tur,2009,919100,1002.4,185844,27.35
10709,Maharashtra,Bajra,2009,766300,1002.4,175695,25.4
10710,Maharashtra,Castor seed,2009,1500,1002.4,1139,25.99
10711,Maharashtra,Cotton(lint),2009,5111200,1002.4,576555,25.32
10712,Maharashtra,Gram,2009,1114400,1002.4,219538,23.77
10713,Maharashtra,Groundnut,2009,263800,1002.4,44268,26.2
10714,Maharashtra,Groundnut,2009,100700,1002.4,10455,25.74
10715,Maharashtra,Jowar,2009,1151844,1002.4,180931,25.55
10716,Maharashtra,Jowar,2009,2413700,1002.4,529040,25.06
10717,Maharashtra,Linseed,2009,8700,1002.4,6137,26.34
10718,Maharashtra,Maize,2009,1530600,1002.4,114410,24.62
10719,Maharashtra,Maize,2009,267200,1002.4,17238,26.7
10720,Maharashtra,Maize,2009,30200,1002.4,3417,26.7
10721,Maharashtra,Moong(Green Gram),2009,142000,1002.4,72709,25.74
10722,Maharashtra,Niger seed,2009,7000,1002.4,5610,25.85
10723,Maharashtra,Other  Rabi pulses,2009,43800,1002.4,16847,26.9
10724,Maharashtra,Other Kharif pulses,2009,35200,1002.4,18649,25.96
10725,Maharashtra,Ragi,2009,108700,1002.4,20434,23.77
10726,Maharashtra,Rapeseed &Mustard,2009,2240,1002.4,986,25.49
10727,Maharashtra,Rice,2009,2138100,1002.4,246500,25.82
10728,Maharashtra,Rice,2009,47700,1002.4,3502,25.74
10729,Maharashtra,Safflower,2009,108900,1002.4,31977,26.54
10730,Maharashtra,Sesamum,2009,13500,1002.4,8857,27.35
10731,Maharashtra,Sesamum,2009,500,1002.4,425,25.4
10732,Maharashtra,Small millets,2009,20400,1002.4,9095,25.99
10733,Maharashtra,Small millets,2009,2800,1002.4,901,25.32
10734,Maharashtra,Soyabean,2009,2197000,1002.4,513247,23.77
10735,Maharashtra,Sugarcane,2009,64159300,1002.4,128503,26.2
10736,Maharashtra,Sunflower,2009,30826,1002.4,12580,25.74
10737,Maharashtra,Sunflower,2009,79700,1002.4,23902,25.55
10738,Maharashtra,Sunflower,2009,5400,1002.4,867,25.06
10739,Maharashtra,Urad,2009,117700,1002.4,60095,26.34
10740,Maharashtra,Wheat,2009,1740200,1002.4,183753,24.62
10741,Maharashtra,Arhar/Tur,2010,975800,1389,312456,26.7
10742,Maharashtra,Bajra,2010,1123500,1389,248304,26.7
10743,Maharashtra,Castor seed,2010,4190,1389,2352,25.74
10744,Maharashtra,Cotton(lint),2010,7472500,1389,946056,25.85
10745,Maharashtra,Gram,2010,1300200,1389,345096,26.9
10746,Maharashtra,Groundnut,2010,345500,1389,66048,25.96
10747,Maharashtra,Groundnut,2010,124800,1389,21432,23.77
10748,Maharashtra,Jowar,2010,1367500,1389,247608,25.49
10749,Maharashtra,Jowar,2010,2084800,1389,726600,25.82
10750,Maharashtra,Linseed,2010,10314,1389,9432,25.74
10751,Maharashtra,Maize,2010,2208900,1389,175344,26.54
10752,Maharashtra,Maize,2010,361800,1389,33024,27.35
10753,Maharashtra,Maize,2010,31300,1389,5352,25.4
10754,Maharashtra,Moong(Green Gram),2010,372400,1389,132888,25.99
10755,Maharashtra,Niger seed,2010,7500,1389,8328,25.32
10756,Maharashtra,Other  Rabi pulses,2010,57700,1389,31920,23.77
10757,Maharashtra,Other Kharif pulses,2010,61380,1389,31056,26.2
10758,Maharashtra,Ragi,2010,117500,1389,28800,25.74
10759,Maharashtra,Rapeseed &Mustard,2010,2860,1389,1848,25.55
10760,Maharashtra,Rice,2010,2625100,1389,356688,25.06
10761,Maharashtra,Rice,2010,65800,1389,7080,26.34
10762,Maharashtra,Safflower,2010,93900,1389,41496,24.62
10763,Maharashtra,Sesamum,2010,18830,1389,12624,26.7
10764,Maharashtra,Sesamum,2010,906,1389,696,26.7
10765,Maharashtra,Small millets,2010,27170,1389,12864,25.74
10766,Maharashtra,Small millets,2010,4750000,1389,1074456,25.85
10767,Maharashtra,Soyabean,2010,4316100,1389,654984,26.9
10768,Maharashtra,Sugarcane,2010,85691500,1389,231480,25.96
10769,Maharashtra,Sunflower,2010,35000,1389,16512,23.77
10770,Maharashtra,Sunflower,2010,89800,1389,33312,25.49
10771,Maharashtra,Sunflower,2010,6500,1389,1512,25.82
10772,Maharashtra,Urad,2010,328700,1389,115608,25.74
10773,Maharashtra,Wheat,2010,2300800,1389,313584,26.54
10774,Maharashtra,Arhar/Tur,2011,870900,1174.095455,406923,27.35
10775,Maharashtra,Bajra,2011,823300,1174.095455,276606,25.4
10776,Maharashtra,Castor seed,2011,3580,1174.095455,2673,25.99
10777,Maharashtra,Cotton(lint),2011,6820100,1174.095455,1375011,25.32
10778,Maharashtra,Gram,2011,857500,1174.095455,354783,23.77
10779,Maharashtra,Groundnut,2011,257140,1174.095455,78441,26.2
10780,Maharashtra,Groundnut,2011,117740,1174.095455,28083,25.74
10781,Maharashtra,Jowar,2011,1341700,1174.095455,295548,25.55
10782,Maharashtra,Jowar,2011,1285500,1174.095455,770022,25.06
10783,Maharashtra,Linseed,2011,7760,1174.095455,10230,26.34
10784,Maharashtra,Maize,2011,2126700,1174.095455,242946,24.62
10785,Maharashtra,Maize,2011,294500,1174.095455,38346,26.7
10786,Maharashtra,Maize,2011,36400,1174.095455,8217,26.7
10787,Maharashtra,Moong(Green Gram),2011,253540,1174.095455,142791,25.74
10788,Maharashtra,Niger seed,2011,11470,1174.095455,12342,25.85
10789,Maharashtra,Other  Rabi pulses,2011,43440,1174.095455,34320,26.9
10790,Maharashtra,Other Kharif pulses,2011,36110,1174.095455,29007,25.96
10791,Maharashtra,Ragi,2011,137800,1174.095455,42999,23.77
10792,Maharashtra,Rapeseed &Mustard,2011,4570,1174.095455,4323,25.49
10793,Maharashtra,Rice,2011,2784600,1174.095455,500412,25.82
10794,Maharashtra,Rice,2011,64300,1174.095455,9174,25.74
10795,Maharashtra,Safflower,2011,71100,1174.095455,43131,26.54
10796,Maharashtra,Sesamum,2011,14210,1174.095455,13959,27.35
10797,Maharashtra,Sesamum,2011,970,1174.095455,1056,25.4
10798,Maharashtra,Small millets,2011,30260,1174.095455,19140,25.99
10799,Maharashtra,Small millets,2011,4220,1174.095455,3069,25.32
10800,Maharashtra,Soyabean,2011,3969200,1174.095455,993399,23.77
10801,Maharashtra,Sugarcane,2011,89456100,1174.095455,337260,26.2
10802,Maharashtra,Sunflower,2011,22750,1174.095455,13761,25.74
10803,Maharashtra,Sunflower,2011,33800,1174.095455,18282,25.55
10804,Maharashtra,Sunflower,2011,5200,1174.095455,1848,25.06
10805,Maharashtra,Urad,2011,249460,1174.095455,120087,26.34
10806,Maharashtra,Wheat,2011,1498800,1174.095455,289773,24.62
10807,Maharashtra,Arhar/Tur,2012,1005800,1003.4,376216,26.7
10808,Maharashtra,Bajra,2012,502400,1003.4,244342,26.7
10809,Maharashtra,Castor seed,2012,4960,1003.4,5673,25.74
10810,Maharashtra,Cotton(lint),2012,6793000,1003.4,1297970,25.85
10811,Maharashtra,Gram,2012,867900,1003.4,351695,26.9
10812,Maharashtra,Groundnut,2012,236100,1003.4,73780,25.96
10813,Maharashtra,Groundnut,2012,101640,1003.4,21737.2,23.77
10814,Maharashtra,Jowar,2012,1197400,1003.4,275497,25.49
10815,Maharashtra,Jowar,2012,911500,1003.4,744372,25.82
10816,Maharashtra,Linseed,2012,7590,1003.4,8432,25.74
10817,Maharashtra,Maize,2012,1581900,1003.4,213528,26.54
10818,Maharashtra,Maize,2012,229800,1003.4,37510,27.35
10819,Maharashtra,Maize,2012,14700,1003.4,3751,25.4
10820,Maharashtra,Moong(Green Gram),2012,211340,1003.4,133672,25.99
10821,Maharashtra,Niger seed,2012,12390,1003.4,12493,25.32
10822,Maharashtra,Other  Rabi pulses,2012,43480,1003.4,36518,23.77
10823,Maharashtra,Other Kharif pulses,2012,18650,1003.4,20243,26.2
10824,Maharashtra,Ragi,2012,139000,1003.4,38595,25.74
10825,Maharashtra,Rapeseed &Mustard,2012,2460,1003.4,2697,25.55
10826,Maharashtra,Rice,2012,3001640,1003.4,473711,25.06
10827,Maharashtra,Rice,2012,76400,1003.4,9579,26.34
10828,Maharashtra,Safflower,2012,57720,1003.4,32519,24.62
10829,Maharashtra,Sesamum,2012,11390,1003.4,11966,26.7
10830,Maharashtra,Sesamum,2012,290,1003.4,279,26.7
10831,Maharashtra,Small millets,2012,23390,1003.4,16678,25.74
10832,Maharashtra,Small millets,2012,6240,1003.4,6107,25.85
10833,Maharashtra,Soyabean,2012,4689800,1003.4,949809,26.9
10834,Maharashtra,Sugarcane,2012,75335000,1003.4,290811,25.96
10835,Maharashtra,Sunflower,2012,14250,1003.4,10726,23.77
10836,Maharashtra,Sunflower,2012,18840,1003.4,12927,25.49
10837,Maharashtra,Sunflower,2012,3500,1003.4,1209,25.82
10838,Maharashtra,Urad,2012,213600,1003.4,111693,25.74
10839,Maharashtra,Wheat,2012,1198700,1003.4,243350,26.54
10840,Maharashtra,Arhar/Tur,2013,1034200,1409.8,308151,27.35
10841,Maharashtra,Bajra,2013,787900,1409.8,205632,25.4
10842,Maharashtra,Castor seed,2013,5100,1409.8,3726,25.99
10843,Maharashtra,Cotton(lint),2013,8834200,1409.8,1123065,25.32
10844,Maharashtra,Gram,2013,1400640,1409.8,410265,23.77
10845,Maharashtra,Groundnut,2013,295850,1409.8,65907,26.2
10846,Maharashtra,Groundnut,2013,125850,1409.8,22734,25.74
10847,Maharashtra,Jowar,2013,926400,1409.8,217026,25.55
10848,Maharashtra,Jowar,2013,1921500,1409.8,750789,25.06
10849,Maharashtra,Linseed,2013,3250,1409.8,3267,26.34
10850,Maharashtra,Maize,2013,2643900,1409.8,201609,24.62
10851,Maharashtra,Maize,2013,443600,1409.8,46332,26.7
10852,Maharashtra,Maize,2013,36300,1409.8,7614,26.7
10853,Maharashtra,Moong(Green Gram),2013,200572,1409.8,116289,25.74
10854,Maharashtra,Niger seed,2013,13020,1409.8,10881,25.69
10855,Maharashtra,Other  Rabi pulses,2013,55200,1409.8,33021,26.82
10856,Maharashtra,Other Kharif pulses,2013,44600,1409.8,28296,26.09
10857,Maharashtra,Ragi,2013,142300,1409.8,33615,23.79
10858,Maharashtra,Rice,2013,3016600,1409.8,423225,25.16
10859,Maharashtra,Rice,2013,91690,1409.8,10098,25.91
10860,Maharashtra,Safflower,2013,82700,1409.8,34101,25.52
10861,Maharashtra,Sesamum,2013,10070,1409.8,10179,26.41
10862,Maharashtra,Sesamum,2013,220,1409.8,405,27.24
10863,Maharashtra,Small millets,2013,27300,1409.8,13932,25.41
10864,Maharashtra,Small millets,2013,2300,1409.8,1620,25.73
10865,Maharashtra,Soyabean,2013,4272690,1409.8,950373,25.27
10866,Maharashtra,Sugarcane,2013,83954000,1409.8,253017,23.79
10867,Maharashtra,Sunflower,2013,20600,1409.8,9072,26.32
10868,Maharashtra,Sunflower,2013,33250,1409.8,15120,25.52
10869,Maharashtra,Sunflower,2013,3700,1409.8,1134,25.58
10870,Maharashtra,Tobacco,2013,1800,1409.8,405,25.14
10871,Maharashtra,Urad,2013,206440,1409.8,90288,26.37
10872,Maharashtra,Wheat,2013,1480000,1409.8,277614,24.62
10873,Maharashtra,Arhar/Tur,2014,353300,1001.6,399366,26.78
10874,Maharashtra,Bajra,2014,537900,1001.6,285384,26.78
10875,Maharashtra,Castor seed,2014,4000,1001.6,5709,25.89
10876,Maharashtra,Cotton(lint),2014,3577100,1001.6,1382667,25.69
10877,Maharashtra,Gram,2014,1087700,1001.6,471075,26.82
10878,Maharashtra,Groundnut,2014,252900,1001.6,80454,26.09
10879,Maharashtra,Groundnut,2014,126000,1001.6,27291,23.79
10880,Maharashtra,Jowar,2014,584400,1001.6,224433,25.16
10881,Maharashtra,Jowar,2014,1524400,1001.6,860673,25.91
10882,Maharashtra,Linseed,2014,5300,1001.6,7887,25.52
10883,Maharashtra,Maize,2014,1496100,1001.6,264165,26.41
10884,Maharashtra,Maize,2014,651400,1001.6,79134,27.24
10885,Maharashtra,Maize,2014,53700,1001.6,11847,25.41
10886,Maharashtra,Moong(Green Gram),2014,83700,1001.6,104016,25.73
10887,Maharashtra,Niger seed,2014,2800,1001.6,5412,25.27
10888,Maharashtra,Other  Rabi pulses,2014,33900,1001.6,34089,23.79
10889,Maharashtra,Other Kharif pulses,2014,28700,1001.6,25245,26.32
10890,Maharashtra,Ragi,2014,119000,1001.6,36828,25.52
10891,Maharashtra,Rice,2014,2835400,1001.6,497772,25.58
10892,Maharashtra,Rice,2014,111200,1001.6,14124,25.14
10893,Maharashtra,Safflower,2014,26300,1001.6,24486,26.37
10894,Maharashtra,Sesamum,2014,4000,1001.6,6567,24.62
10895,Maharashtra,Sesamum,2014,100,1001.6,231,26.78
10896,Maharashtra,Small millets,2014,23800,1001.6,21153,26.78
10897,Maharashtra,Small millets,2014,5900,1001.6,5709,25.89
10898,Maharashtra,Soyabean,2014,1821600,1001.6,1201266,25.69
10899,Maharashtra,Sugarcane,2014,91538100,1001.6,339735,26.82
10900,Maharashtra,Sunflower,2014,10000,1001.6,10659,26.09
10901,Maharashtra,Sunflower,2014,20700,1001.6,15807,23.79
10902,Maharashtra,Sunflower,2014,2000,1001.6,627,25.16
10903,Maharashtra,Tobacco,2014,2100,1001.6,429,25.91
10904,Maharashtra,Urad,2014,92300,1001.6,91245,25.52
10905,Maharashtra,Wheat,2014,1307700,1001.6,352209,26.41
10906,Maharashtra,Arhar/Tur,2015,444200,875.7,408177,27.24
10907,Maharashtra,Bajra,2015,332900,875.7,264198,25.41
